matchNo,Date,Time,Team1,Team2,Score1,Score2,Note
1215,13/09/2008,10:15:00 PM,Al-Ettifaq,Al-Watani,3,0,
1216,13/09/2008,10:15:00 PM,Al-Ittihad,Al-Raed,5,1,
1217,14/09/2008,10:15:00 PM,Al-Nassr,Al-Ahli,2,1,
1218,14/09/2008,10:15:00 PM,Al-Wehda,Al-Hazem,2,1,
1219,14/09/2008,10:15:00 PM,Abha,Al-Hilal,0,3,
1220,18/09/2008,10:15:00 PM,Al-Hilal,Al-Raed,2,0,
1221,18/09/2008,10:15:00 PM,Al-Wehda,Al-Nassr,1,2,
1222,18/09/2008,10:15:00 PM,Najran,Abha,1,1,
1223,18/09/2008,10:15:00 PM,Al-Watani,Al-Ittihad,1,2,
1224,18/09/2008,10:15:00 PM,Al-Ahli,Al-Shabab,2,1,
1225,18/09/2008,10:15:00 PM,Al-Hazem,Al-Ettifaq,1,1,
1226,4/10/2008,8:00:00 PM,Al-Shabab,Al-Wehda,4,2,
1227,4/10/2008,8:00:00 PM,Al-Ettifaq,Al-Nassr,1,1,
1228,4/10/2008,8:00:00 PM,Al-Raed,Al-Watani,3,2,
1229,4/10/2008,8:00:00 PM,Abha,Al-Ahli,0,0,
1230,4/10/2008,8:00:00 PM,Najran,Al-Hilal,2,1,
1231,4/10/2008,8:00:00 PM,Al-Ittihad,Al-Hazem,3,0,
1232,8/10/2008,8:00:00 PM,Al-Nassr,Al-Ittihad,2,2,
1233,8/10/2008,8:00:00 PM,Al-Shabab,Al-Ettifaq,1,0,
1234,8/10/2008,8:00:00 PM,Al-Watani,Al-Hilal,1,3,
1235,8/10/2008,8:00:00 PM,Abha,Al-Wehda,2,2,
1236,8/10/2008,8:00:00 PM,Al-Ahli,Najran,2,0,
1237,8/10/2008,8:00:00 PM,Al-Hazem,Al-Raed,1,0,
1238,12/10/2008,7:55:00 PM,Al-Hilal,Al-Ahli,0,0,
1239,12/10/2008,7:55:00 PM,Al-Wehda,Najran,2,1,
1240,12/10/2008,7:55:00 PM,Al-Raed,Al-Nassr,0,1,
1241,12/10/2008,7:55:00 PM,Al-Watani,Al-Hazem,3,3,
1242,12/10/2008,7:55:00 PM,Al-Ittihad,Al-Shabab,2,1,
1243,14/10/2008,7:55:00 PM,Al-Ettifaq,Abha,3,1,
1244,17/10/2008,7:55:00 PM,Najran,Al-Hazem,2,1,
1245,17/10/2008,7:55:00 PM,Al-Wehda,Al-Raed,3,1,
1246,17/10/2008,8:00:00 PM,Al-Ahli,Al-Ittihad,1,2,
1247,18/10/2008,7:55:00 PM,Al-Hilal,Al-Nassr,2,1,
1248,22/10/2008,7:45:00 PM,Al-Nassr,Al-Watani,1,0,
1249,22/10/2008,7:45:00 PM,Al-Shabab,Al-Raed,1,4,
1250,22/10/2008,7:45:00 PM,Abha,Al-Ittihad,1,2,
1251,22/10/2008,7:45:00 PM,Najran,Al-Ettifaq,0,2,
1252,22/10/2008,7:45:00 PM,Al-Ahli,Al-Wehda,0,0,
1253,22/10/2008,7:45:00 PM,Al-Hazem,Al-Hilal,1,2,
1254,29/10/2008,7:45:00 PM,Al-Raed,Abha,3,1,
1255,29/10/2008,7:45:00 PM,Al-Watani,Al-Shabab,0,2,
1256,29/10/2008,7:45:00 PM,Al-Ittihad,Najran,3,2,
1257,30/10/2008,7:40:00 PM,Al-Nassr,Al-Hazem,3,1,
1258,3/11/2008,7:45:00 PM,Abha,Al-Watani,2,2,
1259,4/11/2008,7:45:00 PM,Al-Hilal,Al-Wehda,0,0,
1260,4/11/2008,7:45:00 PM,Al-Ahli,Al-Ettifaq,1,1,
1261,4/11/2008,7:45:00 PM,Al-Shabab,Al-Hazem,2,0,
1262,4/11/2008,7:45:00 PM,Najran,Al-Nassr,1,0,
1263,20/11/2008,7:40:00 PM,Al-Watani,Najran,3,1,
1264,21/11/2008,7:40:00 PM,Al-Ittihad,Al-Wehda,2,1,
1265,21/11/2008,7:40:00 PM,Al-Hazem,Abha,2,1,
1266,22/11/2008,7:40:00 PM,Al-Nassr,Al-Shabab,0,0,
1267,22/11/2008,7:40:00 PM,Al-Ettifaq,Al-Hilal,0,2,
1268,24/11/2008,7:40:00 PM,Al-Ahli,Al-Watani,2,0,
1269,26/11/2008,7:40:00 PM,Al-Hilal,Al-Shabab,2,0,
1270,26/11/2008,7:40:00 PM,Al-Ettifaq,Al-Ittihad,1,1,
1271,30/11/2008,7:40:00 PM,Al-Hilal,Al-Hazem,3,0,
1272,30/11/2008,7:40:00 PM,Al-Raed,Al-Shabab,0,4,
1273,30/11/2008,7:40:00 PM,Al-Ettifaq,Najran,1,1,
1274,30/11/2008,7:40:00 PM,Al-Ittihad,Abha,3,0,
1275,4/12/2008,7:40:00 PM,Al-Shabab,Abha,5,0,
1276,4/12/2008,7:40:00 PM,Al-Raed,Al-Ettifaq,1,2,
1277,4/12/2008,7:40:00 PM,Al-Watani,Al-Wehda,0,2,
1278,4/12/2008,7:40:00 PM,Al-Ittihad,Al-Hilal,0,0,
1279,11/12/2008,3:05:00 PM,Al-Hilal,Abha,4,1,
1280,11/12/2008,3:15:00 PM,Al-Raed,Al-Ittihad,0,2,
1281,11/12/2008,3:15:00 PM,Al-Hazem,Al-Wehda,3,1,
1282,11/12/2008,3:40:00 PM,Al-Watani,Al-Ettifaq,0,1,
1283,11/12/2008,7:35:00 PM,Najran,Al-Shabab,0,2,
1284,11/12/2008,7:35:00 PM,Al-Ahli,Al-Nassr,2,0,
1285,15/12/2008,7:40:00 PM,Al-Shabab,Al-Ahli,3,2,
1286,15/12/2008,7:40:00 PM,Al-Raed,Al-Hilal,0,2,
1287,15/12/2008,7:40:00 PM,Abha,Najran,1,0,
1288,15/12/2008,7:40:00 PM,Al-Ittihad,Al-Watani,7,2,
1289,19/12/2008,3:10:00 PM,Al-Nassr,Al-Ettifaq,1,0,
1290,19/12/2008,3:45:00 PM,Al-Watani,Al-Raed,3,1,
1291,19/12/2008,7:40:00 PM,Al-Wehda,Al-Shabab,1,1,
1292,19/12/2008,7:40:00 PM,Al-Ahli,Abha,2,1,
1293,20/12/2008,3:15:00 PM,Al-Hazem,Al-Ittihad,3,3,
1294,20/12/2008,7:40:00 PM,Al-Hilal,Najran,7,0,
1295,19/01/2009,8:00:00 PM,Al-Hilal,Al-Watani,0,0,
1296,19/01/2009,8:00:00 PM,Al-Wehda,Abha,4,1,
1297,19/01/2009,8:00:00 PM,Al-Ettifaq,Al-Shabab,2,1,
1298,19/01/2009,8:00:00 PM,Al-Raed,Al-Hazem,1,0,
1299,19/01/2009,8:00:00 PM,Najran,Al-Ahli,1,4,
1300,19/01/2009,8:00:00 PM,Al-Ittihad,Al-Nassr,1,0,
1301,23/01/2009,3:40:00 PM,Al-Raed,Najran,0,1,
1302,23/01/2009,3:40:00 PM,Al-Hazem,Al-Shabab,1,1,
1303,23/01/2009,8:00:00 PM,Al-Nassr,Al-Hilal,0,2,
1304,24/01/2009,8:00:00 PM,Al-Ettifaq,Al-Wehda,4,0,
1305,24/01/2009,8:00:00 PM,Al-Ittihad,Al-Ahli,1,2,
1306,28/01/2009,8:05:00 PM,Al-Shabab,Al-Ittihad,0,4,
1307,28/01/2009,8:05:00 PM,Al-Nassr,Al-Raed,1,0,
1308,28/01/2009,8:05:00 PM,Najran,Al-Wehda,2,2,
1309,28/01/2009,8:05:00 PM,Abha,Al-Ettifaq,1,0,
1310,28/01/2009,8:05:00 PM,Al-Ahli,Al-Hilal,0,1,
1311,28/01/2009,8:05:00 PM,Al-Hazem,Al-Watani,3,0,
1312,5/2/2009,8:30:00 PM,Al-Ettifaq,Al-Hazem,0,0,
1313,5/3/2009,8:25:00 PM,Al-Watani,Al-Nassr,1,2,
1314,5/3/2009,8:25:00 PM,Al-Wehda,Al-Ahli,0,2,
1315,5/3/2009,8:25:00 PM,Al-Shabab,Al-Hilal,1,1,
1316,5/3/2009,8:25:00 PM,Al-Ittihad,Al-Ettifaq,3,0,
1317,12/3/2009,8:30:00 PM,Najran,Al-Raed,2,1,
1318,12/3/2009,8:30:00 PM,Al-Hazem,Al-Ahli,1,1,
1319,12/3/2009,8:30:00 PM,Al-Watani,Abha,0,0,
1320,17/03/2009,8:30:00 PM,Al-Raed,Al-Ahli,2,3,
1321,18/03/2009,8:30:00 PM,Al-Nassr,Al-Wehda,3,1,
1322,23/03/2009,8:25:00 PM,Al-Shabab,Al-Watani,2,2,
1323,23/03/2009,8:25:00 PM,Al-Wehda,Al-Hilal,0,1,
1324,23/03/2009,8:25:00 PM,Najran,Al-Ittihad,1,4,
1325,23/03/2009,8:25:00 PM,Abha,Al-Raed,0,1,
1326,23/03/2009,8:25:00 PM,Al-Hazem,Al-Nassr,1,0,
1327,23/03/2009,8:25:00 PM,Al-Ettifaq,Al-Ahli,0,0,
1328,29/03/2009,8:20:00 PM,Abha,Al-Nassr,2,2,
1329,29/03/2009,8:40:00 PM,Al-Wehda,Al-Ettifaq,1,0,
1330,4/4/2009,8:35:00 PM,Al-Shabab,Al-Nassr,2,1,
1331,4/4/2009,8:35:00 PM,Al-Hilal,Al-Ettifaq,2,0,
1332,4/4/2009,8:35:00 PM,Al-Wehda,Al-Ittihad,1,3,
1333,4/4/2009,8:35:00 PM,Najran,Al-Watani,2,0,
1334,4/4/2009,8:35:00 PM,Abha,Al-Hazem,0,0,
1335,4/4/2009,8:35:00 PM,Al-Ahli,Al-Raed,3,2,
1336,8/4/2009,4:00:00 PM,Al-Raed,Al-Wehda,6,3,
1337,8/4/2009,8:35:00 PM,Al-Nassr,Abha,0,1,
1338,8/4/2009,8:35:00 PM,Al-Watani,Al-Ahli,2,2,
1339,8/4/2009,8:35:00 PM,Al-Hazem,Najran,2,1,
1340,12/4/2009,8:40:00 PM,Al-Hilal,Al-Ittihad,1,2,
1341,12/4/2009,8:40:00 PM,Al-Nassr,Najran,1,0,
1342,12/4/2009,8:40:00 PM,Al-Wehda,Al-Watani,4,0,
1343,12/4/2009,8:40:00 PM,Al-Ettifaq,Al-Raed,1,1,
1344,12/4/2009,8:40:00 PM,Abha,Al-Shabab,2,1,
1345,12/4/2009,8:40:00 PM,Al-Ahli,Al-Hazem,1,0,
1346,24/04/2009,8:40:00 PM,Abha,Al-Raed,1,1,
1347,30/04/2009,8:40:00 PM,Al-Raed,Abha,3,2,
1348,13.09.2008,22:15,Al-Shabab,Najran,2,1,
1349,13.09.2008,22:15,Al-Ittihad FC,Al-Raed,5,1,
1350,13.09.2008,22:15,Al-Ettifaq,Al Watani,3,0,
1351,14.09.2008,22:15,Al-Nassr,Al Ahli SC,2,1,
1352,14.09.2008,22:15,Al Wehda,Al-Hazem,2,1,
1353,14.09.2008,22:15,Abha,Al-Hilal,0,3,
1354,18.09.2008,22:15,Najran,Abha,1,1,
1355,18.09.2008,22:15,Al-Hilal,Al-Raed,2,0,
1356,18.09.2008,22:15,Al-Hazem,Al-Ettifaq,1,1,
1357,18.09.2008,22:15,Al Wehda,Al-Nassr,1,2,
1358,18.09.2008,22:15,Al Watani,Al-Ittihad FC,1,2,
1359,18.09.2008,22:15,Al Ahli SC,Al-Shabab,2,1,
1360,04.10.2008,20:00,Najran,Al-Hilal,2,1,
1361,04.10.2008,20:00,Al-Shabab,Al Wehda,4,2,
1362,04.10.2008,20:00,Al-Raed,Al Watani,3,2,
1363,04.10.2008,20:00,Al-Ittihad FC,Al-Hazem,3,0,
1364,04.10.2008,20:00,Al-Ettifaq,Al-Nassr,1,1,
1365,04.10.2008,20:00,Abha,Al Ahli SC,0,0,
1366,08.10.2008,20:00,Al-Shabab,Al-Ettifaq,1,0,
1367,08.10.2008,20:00,Al-Nassr,Al-Ittihad FC,2,2,
1368,08.10.2008,20:00,Al-Hazem,Al-Raed,1,0,
1369,08.10.2008,20:00,Al Watani,Al-Hilal,1,3,
1370,08.10.2008,20:00,Al Ahli SC,Najran,2,0,
1371,08.10.2008,20:00,Abha,Al Wehda,2,2,
1372,12.10.2008,19:55,Al-Raed,Al-Nassr,0,1,
1373,12.10.2008,19:55,Al-Ittihad FC,Al-Shabab,2,1,
1374,12.10.2008,19:55,Al-Hilal,Al Ahli SC,0,0,
1375,12.10.2008,19:55,Al Wehda,Najran,2,1,
1376,12.10.2008,19:55,Al Watani,Al-Hazem,3,3,
1377,14.10.2008,19:55,Al-Ettifaq,Abha,3,1,
1378,17.10.2008,19:50,Najran,Al-Hazem,2,1,
1379,17.10.2008,19:50,Al Wehda,Al-Raed,3,1,
1380,17.10.2008,19:50,Al Ahli SC,Al-Ittihad FC,1,2,
1381,18.10.2008,19:55,Al-Hilal,Al-Nassr,2,1,
1382,22.10.2008,19:45,Najran,Al-Ettifaq,0,2,
1383,22.10.2008,19:45,Al-Shabab,Al-Raed,1,4,
1384,22.10.2008,19:45,Al-Nassr,Al Watani,1,0,
1385,22.10.2008,19:45,Al-Hazem,Al-Hilal,1,2,
1386,22.10.2008,19:45,Al Ahli SC,Al Wehda,0,0,
1387,22.10.2008,19:45,Abha,Al-Ittihad FC,1,2,
1388,29.10.2008,19:45,Al-Raed,Abha,3,1,
1389,29.10.2008,19:45,Al-Ittihad FC,Najran,3,2,
1390,29.10.2008,19:45,Al Watani,Al-Shabab,0,2,
1391,30.10.2008,19:45,Al-Nassr,Al-Hazem,3,1,
1392,03.11.2008,19:45,Abha,Al Watani,2,2,
1393,04.11.2008,19:45,Najran,Al-Nassr,1,0,
1394,04.11.2008,19:45,Al-Shabab,Al-Hazem,2,0,
1395,04.11.2008,19:45,Al-Hilal,Al Wehda,0,0,
1396,04.11.2008,19:45,Al Ahli SC,Al-Ettifaq,1,1,
1397,20.11.2008,19:40,Al Watani,Najran,3,1,
1398,21.11.2008,19:40,Al-Ittihad FC,Al Wehda,2,1,
1399,21.11.2008,19:40,Al-Hazem,Abha,2,1,
1400,22.11.2008,19:40,Al-Nassr,Al-Shabab,0,0,
1401,22.11.2008,19:40,Al-Ettifaq,Al-Hilal,0,2,
1402,24.11.2008,19:45,Al Ahli SC,Al Watani,2,0,
1403,26.11.2008,19:40,Al-Hilal,Al-Shabab,2,0,
1404,26.11.2008,19:40,Al-Ettifaq,Al-Ittihad FC,1,1,
1405,30.11.2008,19:40,Al-Raed,Al-Shabab,0,4,
1406,30.11.2008,19:40,Al-Ittihad FC,Abha,3,0,
1407,30.11.2008,19:40,Al-Hilal,Al-Hazem,3,0,
1408,30.11.2008,19:40,Al-Ettifaq,Najran,1,1,
1409,04.12.2008,19:30,Al Watani,Al Wehda,0,2,
1410,04.12.2008,19:40,Al-Shabab,Abha,5,0,
1411,04.12.2008,19:40,Al-Raed,Al-Ettifaq,1,2,
1412,04.12.2008,19:40,Al-Ittihad FC,Al-Hilal,0,0,
1413,11.12.2008,15:05,Al-Hilal,Abha,4,1,
1414,11.12.2008,15:15,Al-Raed,Al-Ittihad FC,0,2,
1415,11.12.2008,15:20,Al-Hazem,Al Wehda,3,1,
1416,11.12.2008,15:40,Al Watani,Al-Ettifaq,0,1,
1417,11.12.2008,19:35,Najran,Al-Shabab,0,2,
1418,11.12.2008,19:35,Al Ahli SC,Al-Nassr,2,0,
1419,15.12.2008,19:40,Al-Shabab,Al Ahli SC,3,2,
1420,15.12.2008,19:40,Al-Raed,Al-Hilal,0,2,
1421,15.12.2008,19:40,Al-Ittihad FC,Al Watani,7,2,
1422,15.12.2008,19:40,Abha,Najran,1,0,
1423,19.12.2008,15:15,Al-Nassr,Al-Ettifaq,1,0,
1424,19.12.2008,15:45,Al Watani,Al-Raed,3,1,
1425,19.12.2008,19:40,Al Wehda,Al-Shabab,1,1,
1426,19.12.2008,19:40,Al Ahli SC,Abha,2,1,
1427,20.12.2008,15:15,Al-Hazem,Al-Ittihad FC,3,3,
1428,20.12.2008,19:42,Al-Hilal,Najran,7,0,
1429,19.01.2009,20:00,Najran,Al Ahli SC,1,4,
1430,19.01.2009,20:00,Al-Raed,Al-Hazem,1,0,
1431,19.01.2009,20:00,Al-Ittihad FC,Al-Nassr,1,0,
1432,19.01.2009,20:00,Al-Hilal,Al Watani,0,0,
1433,19.01.2009,20:00,Al-Ettifaq,Al-Shabab,2,1,
1434,19.01.2009,20:00,Al Wehda,Abha,4,1,
1435,23.01.2009,15:40,Al-Raed,Najran,0,1,
1436,23.01.2009,15:40,Al-Hazem,Al-Shabab,1,1,
1437,23.01.2009,20:00,Al-Nassr,Al-Hilal,0,2,
1438,24.01.2009,20:00,Al-Ittihad FC,Al Ahli SC,1,2,
1439,24.01.2009,20:00,Al-Ettifaq,Al Wehda,4,0,
1440,28.01.2009,20:00,Najran,Al Wehda,2,2,
1441,28.01.2009,20:00,Abha,Al-Ettifaq,1,0,
1442,28.01.2009,20:05,Al-Shabab,Al-Ittihad FC,0,4,
1443,28.01.2009,20:05,Al-Nassr,Al-Raed,1,0,
1444,28.01.2009,20:05,Al-Hazem,Al Watani,3,0,
1445,28.01.2009,20:05,Al Ahli SC,Al-Hilal,0,1,
1446,05.02.2009,20:10,Al-Ettifaq,Al-Hazem,0,0,
1447,05.03.2009,20:25,Al-Shabab,Al-Hilal,1,1,
1448,05.03.2009,20:25,Al Watani,Al-Nassr,1,2,
1449,05.03.2009,20:30,Al-Ittihad FC,Al-Ettifaq,3,0,
1450,05.03.2009,20:30,Al Wehda,Al Ahli SC,0,2,
1451,12.03.2009,20:30,Najran,Al-Raed,2,1,
1452,12.03.2009,20:30,Al-Hazem,Al Ahli SC,1,1,
1453,12.03.2009,20:30,Al Watani,Abha,0,0,
1454,17.03.2009,20:30,Al-Raed,Al Ahli SC,2,3,
1455,18.03.2009,20:30,Al-Nassr,Al Wehda,3,1,
1456,23.03.2009,20:30,Najran,Al-Ittihad FC,1,4,
1457,23.03.2009,20:30,Al-Shabab,Al Watani,2,2,
1458,23.03.2009,20:30,Al-Hazem,Al-Nassr,1,0,
1459,23.03.2009,20:30,Al-Ettifaq,Al Ahli SC,0,0,
1460,23.03.2009,20:30,Al Wehda,Al-Hilal,0,1,
1461,23.03.2009,20:30,Abha,Al-Raed,0,1,
1462,29.03.2009,20:30,Al Wehda,Al-Ettifaq,1,0,
1463,29.03.2009,20:30,Abha,Al-Nassr,2,2,
1464,04.04.2009,20:35,Najran,Al Watani,2,0,
1465,04.04.2009,20:35,Al-Shabab,Al-Nassr,2,1,
1466,04.04.2009,20:35,Al-Hilal,Al-Ettifaq,2,0,
1467,04.04.2009,20:35,Al Wehda,Al-Ittihad FC,1,3,
1468,04.04.2009,20:35,Al Ahli SC,Al-Raed,3,2,
1469,04.04.2009,20:35,Abha,Al-Hazem,0,0,
1470,08.04.2009,16:35,Al-Raed,Al Wehda,6,3,
1471,08.04.2009,20:35,Al-Nassr,Abha,0,1,
1472,08.04.2009,20:35,Al-Hazem,Najran,2,1,
1473,08.04.2009,20:35,Al Watani,Al Ahli SC,2,2,
1474,12.04.2009,20:40,Al-Nassr,Najran,1,0,
1475,12.04.2009,20:40,Al-Hilal,Al-Ittihad FC,1,2,
1476,12.04.2009,20:40,Al-Ettifaq,Al-Raed,1,1,
1477,12.04.2009,20:40,Al Wehda,Al Watani,4,0,
1478,12.04.2009,20:40,Al Ahli SC,Al-Hazem,1,0,
1479,12.04.2009,20:40,Abha,Al-Shabab,2,1,
1480,24.04.2009,19:00,Abha,Al-Raed,1,1,
1481,30.04.2009,19:00,Al-Raed,Abha,3,2,
1482,18/08/2009,8:45:00 PM,Al-Ahli,Al-Raed,1,0,Match from the 3rd round
1483,18/08/2009,8:45:00 PM,Al-Fateh,Al-Ittihad,1,2,
1484,19/08/2009,8:45:00 PM,Al-Wehda,Al-Ettifaq,2,2,
1485,19/08/2009,8:45:00 PM,Najran,Al-Shabab,1,3,
1486,19/08/2009,8:45:00 PM,Al-Qadsiah,Al-Hilal,1,2,
1487,22/08/2009,10:15:00 PM,Al-Raed,Al-Ittihad,0,2,
1488,25/08/2009,10:15:00 PM,Al-Shabab,Al-Wehda,2,2,
1489,25/08/2009,10:15:00 PM,Al-Ettifaq,Al-Nassr,1,1,
1490,26/08/2009,10:15:00 PM,Al-Hilal,Najran,5,0,
1491,26/08/2009,10:15:00 PM,Al-Raed,Al-Fateh,2,1,
1492,26/08/2009,10:15:00 PM,Al-Ittihad,Al-Qadsiah,7,1,
1493,24/09/2009,8:10:00 PM,Al-Nassr,Al-Shabab,0,2,
1494,24/09/2009,8:10:00 PM,Al-Wehda,Al-Hilal,1,2,
1495,24/09/2009,8:10:00 PM,Najran,Al-Qadsiah,0,0,
1496,25/09/2009,8:10:00 PM,Al-Ahli,Al-Ettifaq,2,0,
1497,25/09/2009,8:10:00 PM,Al-Fateh,Al-Hazem,1,1,
1498,29/09/2009,8:05:00 PM,Al-Hilal,Al-Nassr,2,2,
1499,29/09/2009,8:05:00 PM,Al-Qadsiah,Al-Wehda,1,0,
1500,30/09/2009,8:05:00 PM,Al-Ettifaq,Al-Fateh,0,2,
1501,30/09/2009,8:05:00 PM,Al-Shabab,Al-Ahli,2,1,
1502,30/09/2009,8:05:00 PM,Al-Hazem,Al-Raed,2,1,
1503,4/10/2009,8:00:00 PM,Al-Hazem,Al-Ittihad,1,2,
1504,5/10/2009,8:00:00 PM,Al-Nassr,Al-Qadsiah,3,0,
1505,18/10/2009,7:50:00 PM,Al-Wehda,Najran,2,0,Transferred to Al-Ahsa by a decision of the Disciplinary Committee
1506,18/10/2009,7:50:00 PM,Al-Fateh,Al-Shabab,2,1,
1507,18/10/2009,7:50:00 PM,Al-Ahli,Al-Hilal,1,2,
1508,22/10/2009,7:45:00 PM,Al-Shabab,Al-Raed,2,0,Transferred to Najran by a decision of the Disciplinary Committee
1509,23/10/2009,7:45:00 PM,Al-Ettifaq,Al-Hazem,2,3,
1510,23/10/2009,7:45:00 PM,Al-Hilal,Al-Fateh,5,1,
1511,23/10/2009,7:45:00 PM,Al-Qadsiah,Al-Ahli,1,2,
1512,23/10/2009,7:45:00 PM,Najran,Al-Nassr,1,1,
1513,28/10/2009,7:45:00 PM,Al-Ahli,Najran,0,1,
1514,28/10/2009,7:45:00 PM,Al-Raed,Al-Hilal,0,2,
1515,28/10/2009,7:45:00 PM,Al-Fateh,Al-Qadsiah,5,0,
1516,28/10/2009,7:45:00 PM,Al-Hazem,Al-Shabab,1,2,
1517,2/11/2009,7:40:00 PM,Al-Hilal,Al-Hazem,4,0,delayed match
1518,2/11/2009,7:40:00 PM,Al-Qadsiah,Al-Raed,0,0,
1519,2/11/2009,7:40:00 PM,Najran,Al-Fateh,1,1,
1520,3/11/2009,7:40:00 PM,Al-Shabab,Al-Ettifaq,4,1,
1521,3/11/2009,7:40:00 PM,Al-Wehda,Al-Ahli,1,1,
1522,18/11/2009,7:40:00 PM,Al-Ittihad,Najran,3,1,
1523,21/11/2009,7:35:00 PM,Al-Ahli,Al-Nassr,3,3,
1524,21/11/2009,7:35:00 PM,Al-Fateh,Al-Wehda,0,0,delayed match
1525,21/11/2009,7:35:00 PM,Al-Ettifaq,Al-Hilal,0,2,
1526,22/11/2009,7:35:00 PM,Al-Hazem,Al-Qadsiah,1,1,
1527,23/11/2009,7:35:00 PM,Al-Shabab,Al-Ittihad,1,0,
1528,23/11/2009,7:35:00 PM,Al-Raed,Najran,2,2,
1529,1/12/2009,7:35:00 PM,Al-Ettifaq,Al-Ittihad,2,1,
1530,3/12/2009,7:35:00 PM,Al-Hilal,Al-Shabab,2,2,
1531,3/12/2009,7:35:00 PM,Najran,Al-Hazem,2,4,
1532,4/12/2009,7:35:00 PM,Al-Nassr,Al-Fateh,3,1,
1533,4/12/2009,7:35:00 PM,Al-Wehda,Al-Raed,4,1,
1534,5/12/2009,7:35:00 PM,Al-Qadsiah,Al-Ettifaq,1,1,
1535,5/12/2009,7:35:00 PM,Al-Ittihad,Al-Ahli,2,1,
1536,9/12/2009,7:35:00 PM,Al-Raed,Al-Nassr,0,0,
1537,9/12/2009,7:35:00 PM,Al-Qadsiah,Al-Shabab,0,3,
1538,9/12/2009,7:35:00 PM,Al-Hazem,Al-Wehda,1,2,
1539,10/12/2009,7:35:00 PM,Al-Hilal,Al-Ittihad,5,0,
1540,10/12/2009,7:35:00 PM,Al-Ahli,Al-Fateh,1,1,
1541,10/12/2009,7:35:00 PM,Al-Ettifaq,Najran,3,1,
1542,15/12/2009,7:40:00 PM,Al-Hilal,Al-Qadsiah,2,1,
1543,15/12/2009,7:40:00 PM,Al-Ittihad,Al-Fateh,1,1,
1544,15/12/2009,7:40:00 PM,Al-Raed,Al-Ahli,1,2,
1545,15/12/2009,7:40:00 PM,Al-Hazem,Al-Nassr,2,2,
1546,16/12/2009,7:40:00 PM,Al-Ettifaq,Al-Wehda,1,3,
1547,16/12/2009,7:40:00 PM,Al-Shabab,Najran,1,0,
1548,19/12/2009,7:40:00 PM,Al-Ahli,Al-Hazem,2,1,
1549,19/12/2009,7:40:00 PM,Al-Qadsiah,Al-Ittihad,3,3,
1550,19/12/2009,7:40:00 PM,Al-Fateh,Al-Raed,2,0,
1551,20/12/2009,7:40:00 PM,Al-Nassr,Al-Ettifaq,1,0,
1552,20/12/2009,7:40:00 PM,Al-Wehda,Al-Shabab,1,1,
1553,20/12/2009,7:40:00 PM,Najran,Al-Hilal,1,2,
1554,24/12/2009,3:15:00 PM,Al-Hilal,Al-Wehda,3,1,
1555,24/12/2009,3:20:00 PM,Al-Hazem,Al-Fateh,2,1,
1556,24/12/2009,7:40:00 PM,Al-Ittihad,Al-Raed,3,2,
1557,24/12/2009,7:40:00 PM,Al-Qadsiah,Najran,1,0,
1558,25/12/2009,3:15:00 PM,Al-Shabab,Al-Nassr,3,2,
1559,25/12/2009,7:40:00 PM,Al-Ettifaq,Al-Ahli,0,0,
1560,31/12/2009,3:15:00 PM,Al-Nassr,Al-Hilal,2,1,
1561,1/1/2010,3:25:00 PM,Al-Raed,Al-Hazem,1,1,
1562,1/1/2010,7:45:00 PM,Al-Fateh,Al-Ettifaq,0,3,
1563,1/1/2010,7:45:00 PM,Al-Ahli,Al-Shabab,1,1,
1564,1/1/2010,7:45:00 PM,Al-Wehda,Al-Qadsiah,2,1,
1565,1/1/2010,7:45:00 PM,Najran,Al-Ittihad,2,3,
1566,6/1/2010,7:50:00 PM,Al-Ittihad,Al-Hazem,5,2,
1567,6/1/2010,7:50:00 PM,Al-Shabab,Al-Fateh,2,2,delayed match
1568,6/1/2010,7:50:00 PM,Al-Qadsiah,Al-Nassr,0,2,
1569,7/1/2010,7:50:00 PM,Al-Hilal,Al-Ahli,3,1,
1570,7/1/2010,7:50:00 PM,Al-Ettifaq,Al-Raed,3,0,
1571,7/1/2010,7:50:00 PM,Najran,Al-Wehda,0,5,Transferred to Najran by a decision of the Disciplinary Committee
1572,10/1/2010,7:55:00 PM,Al-Ittihad,Al-Nassr,1,2,
1573,13/01/2010,7:55:00 PM,Al-Raed,Al-Shabab,1,1,
1574,13/01/2010,7:55:00 PM,Al-Ahli,Al-Qadsiah,3,2,
1575,13/01/2010,7:55:00 PM,Al-Fateh,Al-Hilal,0,4,
1576,14/01/2010,7:55:00 PM,Al-Nassr,Najran,3,2,
1577,14/01/2010,7:55:00 PM,Al-Wehda,Al-Ittihad,1,3,
1578,14/01/2010,7:55:00 PM,Al-Hazem,Al-Ettifaq,0,2,
1579,18/01/2010,8:00:00 PM,Al-Shabab,Al-Hazem,0,2,
1580,18/01/2010,8:00:00 PM,Najran,Al-Ahli,2,1,
1581,18/01/2010,8:00:00 PM,Al-Qadsiah,Al-Fateh,0,1,
1582,19/01/2010,8:00:00 PM,Al-Hilal,Al-Raed,2,1,
1583,19/01/2010,8:00:00 PM,Al-Wehda,Al-Nassr,0,2,
1584,19/01/2010,8:00:00 PM,Al-Ittihad,Al-Ettifaq,1,1,
1585,23/01/2010,8:00:00 PM,Al-Ettifaq,Al-Shabab,0,0,
